order_id,customer_id,product,quantity,unit_price,status,order_date,region,sales_rep
ORD-04000,CUST-2940,4K Monitor,15,455.55,completed,21/11/2025,North,REP-119
ORD-04001,CUST-2188,Noise Cancelling Headphones,11,774.16,completed,2024-04-05,West,REP-112
ORD-04002,CUST-2982,Ergonomic Chair,3,142.48,processing,2024-03-23,South,REP-176
ORD-04003,CUST-6843,Wireless Mouse,7,841.25,processing,03-16-2024,Central,REP-184
ORD-04004,CUST-9421,USB-C Hub,4,798.78,cancelled,2024-07-05,East,REP-111
ORD-04005,CUST-5126,LED Desk Lamp,4,266.66,pending,12/03/2025,North,REP-173
ORD-04006,CUST-9432,Graphics Card RTX,5,524.43,COMPLETED,06-15-2025,East,REP-104
ORD-04007,CUST-5084,Ergonomic Chair,3,822.99,cancelled,2025/09/08,Central,REP-186
ORD-04008,CUST-9290,Mechanical Keyboard,20,196.68,completed,2025-04-04,Central,REP-190
ORD-04009,CUST-5217,USB-C Hub,20,550.32,refunded,01/12/2025,East,REP-159
ORD-04010,CUST-9883,Graphics Card RTX,2,371.21,refunded,27/11/2025,West,REP-198
ORD-04011,CUST-7386,Portable Charger,4,92.04,cancelled,2025-04-22,Central,REP-119
ORD-04011,CUST-2686,Smart Watch,3,513.57,completed,10-06-2024,West,REP-155
ORD-04013,CUST-5972,Laptop Pro 15,16,578.99,completed,2024-06-11,South,REP-131
ORD-04014,CUST-3122,Noise Cancelling Headphones,10,210.0,pending,2025/05/14,Central,REP-151
ORD-04015,CUST-9677,Standing Desk,14,33.39,pending,03/02/2025,East,REP-135
ORD-04016,CUST-9681,Tablet 10in,14,568.46,completed,2025/05/05,East,REP-144
ORD-04017,CUST-6314,LED Desk Lamp,8,720.08,completed,2024/08/21,East,REP-173
ORD-04018,CUST-2005,Graphics Card RTX,7,649.06,COMPLETED,2024-01-16,South,REP-129
ORD-04019,CUST-3272,LED Desk Lamp,3,477.25,cancelled,09/04/2024,South,REP-103
ORD-04020,CUST-2082,External SSD 1TB,8,491.19,pending,06-12-2025,South,REP-129
ORD-04021,CUST-8636,Standing Desk,1,63.85,pending,08/07/2025,Central,REP-126
ORD-04022,CUST-3686,Tablet 10in,2,779.32,completed,2024/10/02,South,REP-126
ORD-04023,CUST-9338,Webcam HD,20,812.42,cancelled,08-08-2025,West,REP-195
ORD-04024,CUST-7102,Tablet 10in,4,401.29,completed,06-28-2025,East,REP-138
ORD-04025,CUST-5134,LED Desk Lamp,13,597.56,refunded,2024/12/07,North,REP-169
ORD-04026,CUST-6951,Laptop Pro 15,4,795.54,completed,07-14-2024,Central,REP-167
ORD-04027,CUST-3541,Standing Desk,4,600.93,refunded,09-14-2025,West,REP-123
ORD-04028,CUST-5692,Graphics Card RTX,4,302.03,completed,2024/06/29,West,REP-126
ORD-04029,CUST-3888,Laptop Pro 15,10,194.46,cancelled,2025/02/14,North,REP-128
ORD-04030,CUST-2538,Webcam HD,4,556.82,completed,2024/12/14,North,REP-174
ORD-04031,CUST-5450,Webcam HD,9,864.16,refunded,2025/11/10,West,REP-170
ORD-04032,CUST-2928,4K Monitor,9,34.14,pending,30/04/2024,South,REP-170
ORD-04033,CUST-9806,Wireless Mouse,8,679.37,completed,2025-02-25,East,REP-130
ORD-04034,CUST-2828,Portable Charger,12,867.77,processing,27/01/2025,North,REP-160
ORD-04035,CUST-1664,Tablet 10in,12,175.36,completed,23/06/2024,East,REP-140
ORD-04036,CUST-5592,Laptop Pro 15,12,865.5,pending,03-05-2024,East,REP-118
ORD-04037,CUST-7438,Standing Desk,12,564.94,pending,2024-05-29,Central,REP-169
ORD-04038,CUST-1047,Mechanical Keyboard,13,359.57,refunded,21/03/2025,Central,REP-145
ORD-04039,CUST-8456,Standing Desk,2,718.63,pending,13/05/2025,North,REP-123
ORD-04040,CUST-7474,USB-C Hub,15,587.53,cancelled,07-15-2024,West,REP-180
ORD-04041,CUST-2701,Smart Watch,,275.08,completed,2024/02/28,East,REP-176
ORD-04042,CUST-3784,Tablet 10in,20,996.48,processing,11-04-2024,West,REP-189
ORD-04043,CUST-4602,Ergonomic Chair,18,400.04,completed,2025/07/13,North,REP-122
ORD-04044,CUST-4667,Graphics Card RTX,19,939.99,COMPLETED,18/08/2025,East,REP-170
ORD-04045,CUST-5499,External SSD 1TB,1,62.06,completed,08-07-2025,North,REP-100
ORD-04046,CUST-1313,LED Desk Lamp,16,16.77,pending,11/05/2024,North,REP-137
ORD-04047,CUST-1364,LED Desk Lamp,9,372.26,cancelled,11-11-2024,East,REP-170
ORD-04048,CUST-1291,Webcam HD,10,456.55,completed,not-a-date,West,REP-198
ORD-04049,CUST-7430,Ergonomic Chair,11,932.39,processing,04-03-2024,East,REP-103
ORD-04050,CUST-5178,Smart Watch,18,40.18,completed,2024-08-24,South,REP-150
ORD-04051,CUST-5496,Webcam HD,14,362.81,refunded,07-03-2025,North,REP-106
ORD-04052,CUST-6487,Smart Watch,16,620.45,completed,11-30-2024,East,REP-158
ORD-04053,CUST-8840,4K Monitor,19,337.49,completed,2025-12-19,West,REP-122
ORD-04054,CUST-9178,External SSD 1TB,9,841.82,completed,2024-08-21,North,REP-166
ORD-04055,CUST-4583,Wireless Mouse,12,848.14,pending,2024-12-30,North,REP-187
ORD-04055,CUST-7784,Graphics Card RTX,2,595.64,pending,11-26-2024,North,REP-182
ORD-04057,CUST-1003,4K Monitor,1,950.35,pending,2025-07-10,South,REP-160
ORD-04058,CUST-2213,4K Monitor,20,414.17,processing,2024/12/31,Central,REP-126
ORD-04059,CUST-5215,4K Monitor,7,746.28,completed,2025/07/28,West,REP-111
ORD-04060,CUST-1952,4K Monitor,5,651.03,completed,2024-09-04,West,REP-156
ORD-04060,CUST-2791,4K Monitor,17,234.77,completed,2025-11-27,West,REP-117
ORD-04062,CUST-9565,External SSD 1TB,16,107.13,completed,11/04/2024,East,REP-179
ORD-04063,CUST-7247,LED Desk Lamp,3,175.75,refunded,not-a-date,Central,REP-158
ORD-04064,CUST-1980,LED Desk Lamp,6,868.53,cancelled,01-30-2024,South,REP-193
ORD-04065,CUST-7063,Ergonomic Chair,10,475.6,completed,10-23-2024,Central,REP-142
ORD-04066,CUST-5579,Webcam HD,7,55.78,completed,06-03-2024,Central,REP-138
ORD-04067,CUST-2134,4K Monitor,14,823.56,completed,2024/08/13,West,REP-130
ORD-04068,CUST-8158,LED Desk Lamp,15,214.48,pending,16/03/2025,West,REP-188
ORD-04069,CUST-5088,Laptop Pro 15,20,237.83,N/A,11-03-2025,South,REP-110
ORD-04070,CUST-1298,4K Monitor,18,131.74,pending,2024-10-22,North,REP-130
ORD-04071,CUST-8304,LED Desk Lamp,11,535.21,cancelled,2025-01-28,East,REP-112
ORD-04071,CUST-8659,Wireless Mouse,6,989.78,completed,2024-10-23,West,REP-148
ORD-04073,CUST-3614,LED Desk Lamp,10,319.02,refunded,2024/06/14,Central,REP-159
ORD-04074,CUST-9092,Tablet 10in,10,300.9,pending,23/10/2025,East,REP-160
ORD-04075,CUST-2684,Tablet 10in,13,202.98,cancelled,03-20-2024,West,REP-156
ORD-04076,CUST-8155,External SSD 1TB,18,542.73,cancelled,10/09/2024,East,REP-170
ORD-04077,CUST-2892,Tablet 10in,11,887.78,completed,2024-11-10,South,REP-113
ORD-04078,CUST-8451,Tablet 10in,7,661.81,pending,03-14-2024,North,REP-185
ORD-04079,CUST-4840,Mechanical Keyboard,3,648.26,completed,2025/06/20,Central,REP-106
