order_id,customer_id,product,quantity,unit_price,status,order_date,region,sales_rep
ORD-02000,CUST-1188,Ergonomic Chair,17,308.12,completed,2024-08-24,West,REP-190
ORD-02001,CUST-4395,Laptop Pro 15,19,218.79,refunded,2025-01-28,Central,REP-117
ORD-02002,CUST-4583,Ergonomic Chair,6,716.42,completed,not-a-date,North,REP-199
ORD-02003,CUST-1570,External SSD 1TB,12,10.76,pending,2025-07-21,North,REP-167
ORD-02004,CUST-8612,Noise Cancelling Headphones,16,688.9,pending,not-a-date,South,REP-123
ORD-02005,CUST-3132,Laptop Pro 15,20,831.03,refunded,2025-06-05,South,REP-198
ORD-02006,CUST-4989,Tablet 10in,2,517.58,pending,17/09/2025,Central,REP-138
ORD-02007,CUST-9910,Portable Charger,19,152.08,pending,2024/02/09,North,REP-105
ORD-02008,CUST-2887,Standing Desk,8,215.2,completed,04/07/2025,East,REP-117
ORD-02009,CUST-7533,Tablet 10in,4,201.6,completed,2025-09-10,East,REP-113
ORD-02010,CUST-5658,Graphics Card RTX,20,776.86,cancelled,2025/11/03,Central,REP-180
ORD-02011,CUST-7204,Graphics Card RTX,4,354.83,completed,08/04/2025,East,REP-112
ORD-02012,CUST-1346,Tablet 10in,14,91.94,completed,13/12/2025,East,REP-178
ORD-02013,CUST-9724,Portable Charger,4,785.66,processing,06/04/2025,East,REP-106
ORD-02014,CUST-2545,Graphics Card RTX,6,359.78,completed,2024/05/16,West,REP-142
ORD-02015,CUST-8722,Ergonomic Chair,4,220.31,refunded,2024/08/28,East,REP-103
ORD-02016,CUST-5876,Ergonomic Chair,20,746.03,completed,02-17-2024,North,REP-162
ORD-02017,CUST-6886,4K Monitor,7,194.98,completed,24/10/2024,Central,REP-130
ORD-02018,CUST-8953,LED Desk Lamp,10,981.01,pending,11-16-2024,South,REP-118
ORD-02019,CUST-1545,Wireless Mouse,3,265.13,completed,2025-07-13,Central,REP-192
ORD-02020,CUST-9855,Wireless Mouse,9,773.04,refunded,06-13-2024,Central,REP-170
ORD-02021,CUST-1317,Mechanical Keyboard,18,170.37,completed,2024-02-04,Central,REP-102
ORD-02022,CUST-4651,Standing Desk,13,497.9,pending,09-14-2024,Central,REP-100
ORD-02023,CUST-3323,Laptop Pro 15,10,119.3,pending,2024/04/28,South,REP-125
ORD-02024,CUST-4904,LED Desk Lamp,14,994.43,pending,12-09-2025,South,REP-165
ORD-02025,CUST-8011,Laptop Pro 15,5,718.59,COMPLETED,2025/05/29,North,REP-170
ORD-02026,CUST-5464,Portable Charger,4,335.72,completed,2025-06-19,Central,REP-132
ORD-02027,CUST-8050,External SSD 1TB,1,780.35,completed,2024-10-17,North,REP-130
ORD-02028,CUST-8331,Noise Cancelling Headphones,5,625.63,cancelled,2024-02-01,North,REP-117
ORD-02029,CUST-8800,4K Monitor,7,259.07,pending,11/12/2025,South,REP-123
ORD-02030,CUST-3352,Tablet 10in,14,137.25,completed,12-07-2024,West,REP-177
ORD-02031,CUST-5136,Smart Watch,6,921.56,pending,2025/10/11,Central,REP-196
ORD-02032,CUST-1298,LED Desk Lamp,16,290.01,refunded,2025-05-28,Central,REP-143
ORD-02033,CUST-3924,LED Desk Lamp,14,536.39,cancelled,28/10/2025,West,REP-140
ORD-02034,CUST-5259,Ergonomic Chair,6,288.16,completed,19/03/2024,North,REP-182
ORD-02035,CUST-6877,Laptop Pro 15,9,541.05,cancelled,2025/01/25,South,REP-141
ORD-02036,CUST-6056,4K Monitor,10,732.42,completed,2025-10-28,East,REP-121
ORD-02037,CUST-4815,Portable Charger,5,143.65,completed,2025/04/10,South,REP-180
ORD-02038,CUST-5172,Webcam HD,2,971.54,completed,07/10/2025,West,REP-130
ORD-02039,CUST-4175,4K Monitor,17,471.45,completed,2025/07/14,West,REP-189
ORD-02040,CUST-6033,4K Monitor,4,610.51,cancelled,12-17-2025,Central,REP-142
ORD-02041,CUST-8948,Smart Watch,10,237.17,completed,2025-01-07,West,REP-161
ORD-02042,CUST-3270,USB-C Hub,17,242.49,completed,15/10/2024,West,REP-170
ORD-02043,CUST-1814,USB-C Hub,11,363.49,completed,2025/10/31,South,REP-136
ORD-02044,CUST-5702,Webcam HD,18,91.14,completed,2025-05-21,West,REP-188
ORD-02045,CUST-6086,External SSD 1TB,20,340.16,refunded,2025-09-23,North,REP-195
ORD-02046,CUST-3863,Webcam HD,2,628.13,processing,2024-02-10,South,REP-104
ORD-02047,CUST-4055,Wireless Mouse,15,307.01,completed,2024-05-29,Central,REP-186
ORD-02048,CUST-4099,Portable Charger,17,231.46,pending,2024/02/26,East,REP-185
ORD-02049,CUST-5831,Laptop Pro 15,15,977.18,pending,10-04-2024,North,REP-158
ORD-02050,CUST-5058,Wireless Mouse,13,973.55,completed,not-a-date,North,REP-115
ORD-02051,CUST-9952,Laptop Pro 15,8,285.09,pending,2024/12/22,Central,REP-131
ORD-02052,CUST-2274,Standing Desk,8,158.61,pending,2024/10/06,East,REP-183
ORD-02053,CUST-8224,Standing Desk,18,640.2,completed,2025-06-03,West,REP-133
ORD-02054,CUST-2508,Ergonomic Chair,12,989.15,cancelled,09-13-2025,North,REP-153
ORD-02055,CUST-2202,USB-C Hub,4,304.09,completed,05-25-2024,North,REP-187
